IQ,CGPA,Internship_Experience,Projects_Completed,Placement
107,9.11,No,4,No
73,8.41,Yes,1,No
91,7.99,Yes,5,No
96,8.72,No,4,No
103,8.48,Yes,4,No
117,6.77,No,5,Yes
88,7.51,Yes,0,No
92,8.78,No,4,No
92,9.23,Yes,5,Yes
87,6.33,No,3,No
94,6.61,Yes,2,No
111,10.1,Yes,5,Yes
84,7.71,No,0,No
106,5.57,Yes,2,No
74,8.19,Yes,4,No
91,10.12,Yes,1,No
95,9.32,No,5,No
125,9.15,Yes,5,Yes
95,6.42,Yes,0,No
66,9.17,No,4,No
70,7.59,No,4,No
100,9.7,No,1,No
109,7.07,No,4,No
105,5.15,No,3,No
102,7.32,Yes,1,No
117,6.75,No,0,No
91,8.44,Yes,0,No
113,9.77,Yes,2,Yes
75,8.85,Yes,3,Yes
86,9.73,No,5,No
72,7.01,No,3,No
95,8.68,No,0,No
99,9.07,No,4,Yes
101,8.96,No,5,No
100,8.04,No,3,No
86,8.4,No,3,No
97,8.48,No,4,No
77,5.78,Yes,1,No
120,9.25,No,4,Yes
95,9.64,Yes,2,Yes
92,7.46,No,2,No
123,8.62,No,5,Yes
81,8.67,Yes,0,No
83,8.75,Yes,1,No
83,7.26,No,3,No
98,9.62,No,5,Yes
106,7.15,Yes,0,No
111,5.52,Yes,0,No
138,9.4,Yes,5,Yes
66,7.88,No,5,No
109,9.04,No,3,No
91,5.38,Yes,3,No
91,4.82,No,4,No
90,9.9,No,2,No
86,5.48,Yes,3,No
125,9.02,Yes,4,Yes
112,8.87,No,2,Yes
100,8.62,No,1,No
120,5.88,Yes,1,No
77,8.17,No,1,No
80,9.55,No,3,Yes
67,7.45,Yes,2,No
89,6.66,Yes,5,No
102,7.42,Yes,2,No
101,5.23,No,1,No
102,9.08,Yes,0,No
78,9.4,Yes,2,No
112,9.72,Yes,2,Yes
103,8.25,No,4,No
110,8.3,Yes,1,No
71,5.61,No,0,No
104,8.36,Yes,4,No
82,8.34,No,0,No
94,9.74,No,5,No
108,8.91,Yes,0,No
101,10.03,Yes,5,No
87,9.79,Yes,0,No
100,9.34,Yes,3,No
77,5.58,No,2,No
117,9.25,Yes,2,Yes
96,7.61,No,4,No
116,6.73,Yes,5,No
92,4.87,Yes,0,No
92,8.88,Yes,0,No
88,6.37,Yes,2,No
113,7.48,Yes,5,No
89,8.19,No,0,No
109,9.71,Yes,0,No
94,8.84,No,0,No
70,7.54,No,1,No
91,6.55,No,1,No
82,6.6,No,1,No
100,7.2,No,5,No
82,5.74,Yes,5,No
113,9.43,Yes,4,Yes
98,7.58,No,0,No
97,6,Yes,1,No
109,6.38,No,1,No
114,7.4,Yes,3,Yes
99,7.7,No,4,No
88,4.95,No,1,No
73,9.47,No,1,No
89,6.46,No,1,No
90,4.95,Yes,3,No
101,5.02,Yes,3,No
94,7.93,No,4,No
110,5.58,No,0,No
90,5.44,No,0,No
99,6.5,No,5,No
117,8.23,Yes,4,Yes
105,5.5,No,5,No
99,6.48,No,0,No
90,6.82,Yes,2,No
90,5.33,No,5,No
87,7.88,Yes,0,No
91,5.26,No,3,No
111,5.41,No,3,No
96,8.05,No,1,No
79,6.3,Yes,3,No
126,5.38,Yes,2,No
104,6.89,No,2,No
78,10.01,No,2,Yes
93,8.8,Yes,1,No
101,9.25,Yes,0,No
125,9.29,No,1,No
83,10.21,Yes,3,No
114,9.03,Yes,2,Yes
120,7.82,No,1,No
90,6.93,No,5,No
95,5.84,Yes,1,No
84,7.94,No,2,No
96,10.28,Yes,4,Yes
99,6.96,Yes,2,No
109,8.63,No,4,No
116,7.32,No,2,No
88,7,No,0,No
70,7.03,Yes,4,No
99,8.02,Yes,4,No
104,6.74,Yes,5,No
103,8.42,Yes,1,No
95,9.48,No,4,No
101,9.15,No,3,Yes
122,5.75,No,1,No
105,9.03,No,1,No
94,6.23,No,5,No
92,6.48,Yes,0,No
97,8.56,Yes,1,No
124,6.21,No,1,No
97,5.54,No,3,No
99,6.5,No,1,No
92,9.03,No,4,No
116,6.72,Yes,5,No
129,7.68,Yes,5,No
106,8.76,No,0,No
101,8.48,No,5,No
100,9.44,No,5,Yes
64,6.94,No,3,No
111,6.06,Yes,5,No
102,6.58,Yes,2,No
106,6.79,No,2,No
89,8.17,No,2,Yes
94,5.3,Yes,3,No
93,6.32,Yes,2,No
115,8.54,Yes,4,Yes
94,8.35,No,2,No
131,8.96,No,2,Yes
106,8.84,No,0,No
80,8.7,Yes,2,No
98,8.74,No,2,No
90,6.85,Yes,1,No
67,10.04,Yes,4,No
123,8.31,No,3,Yes
110,6.35,Yes,0,No
107,6.02,Yes,3,No
102,8.29,No,2,Yes
79,9.26,Yes,1,No
92,6.34,No,2,No
112,5.9,Yes,2,No
84,9.14,No,5,No
62,9.75,No,5,No
96,6.72,Yes,0,No
97,6.62,No,0,No
102,7.99,Yes,3,No
110,6.16,No,2,No
109,9.3,No,5,No
103,5.94,No,3,No
117,5.59,Yes,2,No
77,5.67,Yes,0,No
107,6.13,Yes,1,No
109,5.47,No,5,No
81,5.61,No,5,No
77,8.89,Yes,3,No
88,5.83,Yes,3,No
90,9.66,Yes,4,No
111,6.44,Yes,5,No
90,8.33,No,4,Yes
87,6.62,Yes,1,No
90,5.79,No,5,No
116,7.89,Yes,4,No
100,7.6,No,1,No
97,8.88,Yes,2,No
98,8.86,No,4,Yes
119,8.43,No,4,Yes
88,7.6,No,3,No
119,9.34,No,1,No
103,8.13,Yes,3,No
97,9.46,Yes,4,No
137,9.39,No,5,Yes
84,4.98,No,2,No
94,6.92,Yes,0,No
81,7.63,No,1,No
114,8.12,No,1,No
125,7.4,Yes,2,No
125,9.42,Yes,2,Yes
118,6.23,Yes,1,No
97,5.53,Yes,1,No
94,4.89,No,2,No
74,7.68,Yes,5,No
130,7.98,No,2,Yes
107,6.64,No,2,No
92,7.78,No,4,No
119,5.28,No,5,No
85,5.14,No,1,No
106,8.44,No,1,No
97,6.94,Yes,2,No
109,7.92,Yes,3,No
99,9.06,No,0,No
78,9.06,Yes,1,No
101,5.6,Yes,4,No
115,7.53,No,0,No
99,8.76,Yes,3,No
111,9,No,5,Yes
84,8.58,Yes,4,No
99,5.93,No,2,No
90,5.67,No,3,No
111,7.99,No,2,No
100,8.67,No,4,No
110,6.43,Yes,4,No
116,5.81,Yes,2,No
110,8.17,Yes,0,No
104,6.97,No,1,No
85,5.45,No,1,No
99,6.01,No,5,No
92,6.44,No,4,No
94,8.33,Yes,3,No
94,6.36,Yes,2,No
85,4.97,No,3,No
70,5.32,No,2,No
89,6.94,Yes,3,No
102,8.79,Yes,5,No
79,5.18,No,2,No
100,7.93,No,4,No
128,5.64,No,0,No
115,5.71,No,1,No
124,5.53,Yes,3,Yes
105,5.83,No,5,No
117,8.31,Yes,1,No
89,6.95,No,3,No
90,8.87,No,4,No
58,5.26,No,5,No
117,5.73,Yes,4,No
123,6.37,No,3,Yes
91,8.79,Yes,3,Yes
96,6.2,Yes,3,No
88,6.87,Yes,5,No
105,6.08,No,4,No
116,5.79,Yes,0,No
73,9.4,Yes,0,No
106,8,Yes,3,No
95,8.79,Yes,2,No
101,8.26,No,0,No
106,7.36,No,4,No
97,5.65,No,4,No
98,8.55,No,5,No
96,5.57,No,4,No
114,6.81,No,1,No
106,8.33,No,1,No
103,8.61,Yes,4,No
80,8.57,No,0,No
94,7.95,Yes,1,No
113,5.87,No,2,Yes
100,6.74,No,3,No
109,4.82,Yes,1,No
126,8.75,Yes,1,No
115,9.71,No,0,No
101,6.04,No,0,No
92,5.29,No,2,No
61,7.37,Yes,5,No
97,8.87,Yes,2,No
95,8.22,No,5,Yes
105,5.4,No,2,No
97,9.47,No,2,Yes
95,9.46,No,1,No
73,5.48,No,2,No
85,9.71,Yes,5,Yes
107,7.03,Yes,2,No
125,7.09,No,4,Yes
98,7.53,No,1,No
104,9.22,Yes,1,No
114,8.04,Yes,1,No
87,5.05,No,3,No
105,9.67,Yes,2,No
88,5.39,No,5,No
112,8.57,No,2,Yes
102,8.36,No,2,Yes
104,6.27,No,0,No
88,5.68,No,0,No
110,9.08,Yes,0,No
131,7.43,No,3,No
84,8.66,No,2,No
94,7.43,No,1,No
103,8.17,No,1,No
111,7.59,No,4,Yes
91,6.72,Yes,5,No
57,6.34,No,0,No
120,9.4,No,3,Yes
111,7.43,No,4,No
73,5.95,Yes,3,No
90,9.92,No,1,No
123,8.91,No,5,Yes
121,5.46,Yes,2,No
114,10.01,Yes,1,No
97,8.22,No,1,No
101,5.91,No,0,No
98,6.43,No,1,No
116,8.93,Yes,3,Yes
86,8.78,No,2,No
87,5.76,No,0,No
115,6.77,Yes,4,No
99,6.66,No,1,No
120,8.44,No,0,Yes
89,5.46,No,0,No
99,5.36,No,0,No
86,8.02,Yes,3,No
100,9.24,Yes,4,No
77,7.88,Yes,0,No
92,6.82,Yes,3,No
78,6.85,No,4,No
110,6.57,Yes,2,No
110,9.89,No,3,Yes
74,8.85,No,0,No
120,6.23,No,1,No
137,6.73,No,3,No
100,7.62,No,2,No
90,7.58,Yes,4,No
142,7.45,No,2,No
80,8.97,No,4,Yes
100,9.26,No,3,Yes
102,7.67,Yes,4,No
120,9.17,No,0,No
105,8.52,No,5,Yes
92,9.3,No,3,No
85,9.3,Yes,1,No
94,6.16,No,2,No
84,6.78,No,2,No
100,9.59,No,3,No
91,8.89,No,1,No
77,9.33,No,3,Yes
118,5.65,No,0,No
92,7.84,No,5,No
80,5.47,No,5,No
97,7.21,No,0,No
101,5.44,Yes,1,No
73,6.09,No,3,No
104,5.16,No,1,No
84,8.29,Yes,1,No
125,7.25,No,0,No
107,5.26,Yes,0,No
94,6.12,Yes,1,No
88,5.94,No,1,No
98,9.72,No,4,Yes
109,6.58,Yes,0,No
99,6.23,Yes,1,No
96,9.15,Yes,4,Yes
100,8.03,Yes,5,No
90,8.32,Yes,5,No
94,7.9,No,5,No
68,9.56,Yes,1,No
114,5.89,Yes,4,Yes
104,9.76,No,1,No
88,9.63,No,5,No
128,8.37,Yes,5,Yes
101,8.38,Yes,5,Yes
84,8.72,Yes,3,No
112,5.78,No,0,No
105,5.95,Yes,5,No
105,9.76,No,1,No
93,8.13,Yes,2,No
106,7,No,5,No
96,8.52,No,2,No
108,7.81,No,4,No
71,4.78,Yes,0,No
93,8.52,Yes,4,Yes
125,8.39,No,0,No
88,5.57,No,2,No
90,9.28,No,5,No
93,6.5,No,2,No
81,7.09,Yes,5,No
66,5.16,No,4,No
96,7.61,Yes,5,No
102,6.94,No,5,No
99,7.26,No,3,No
97,8.78,Yes,2,Yes
100,4.65,No,0,No
115,8.93,No,1,No
97,7.92,No,1,No
91,9.72,No,1,No
95,7.75,No,2,No
108,5.2,No,3,No
121,5.06,No,2,No
90,9.84,No,0,No
101,8.75,Yes,5,No
105,6.46,Yes,2,No
85,8.4,No,2,No
100,7.78,No,2,No
78,9.45,Yes,2,No
73,10.22,No,0,No
105,10.11,Yes,2,No
94,9.1,No,3,Yes
103,9.51,No,4,No
99,5.89,Yes,0,No
85,8.81,Yes,3,Yes
99,8.33,No,1,No
81,9.89,No,1,No
120,8.19,No,0,Yes
79,5.29,No,4,No
97,7.84,No,2,No
84,8.4,Yes,0,No
108,6.24,No,2,No
95,7.22,No,2,No
92,7.82,Yes,1,No
112,6.96,Yes,4,Yes
100,6.76,No,2,No
107,5.89,No,0,No
85,9.36,Yes,1,No
78,8.51,No,2,No
101,4.94,No,5,No
95,9.22,Yes,5,No
109,8.77,Yes,5,No
98,5.52,No,1,No
103,6.45,No,1,No
75,7.99,Yes,0,No
128,7.18,Yes,0,No
97,8.99,Yes,3,No
110,7.44,Yes,2,No
87,6.11,Yes,5,No
104,10.05,No,1,No
80,6.35,No,3,No
106,9.04,No,0,No
94,5.6,Yes,4,No
100,6.98,No,1,No
110,7.63,Yes,4,No
81,5.95,Yes,4,No
89,7.48,No,5,No
106,5.67,Yes,1,No
131,7.46,Yes,3,No
97,8.41,No,3,No
108,5.01,No,1,No
98,9.32,Yes,5,No
129,6.3,Yes,2,No
73,5.72,No,4,No
101,7.84,No,3,No
75,7.45,No,1,No
62,7.33,No,0,No
104,5.56,Yes,0,No
102,8.94,Yes,1,No
95,7.68,Yes,2,No
98,5.18,Yes,0,No
146,7.27,Yes,2,No
96,8.77,No,1,No
107,7.77,Yes,1,No
90,6.01,Yes,4,No
104,7.19,No,1,No
96,5.82,Yes,2,No
93,7.6,Yes,3,No
127,9.45,No,0,No
117,7.38,Yes,0,No
102,7.43,No,4,No
65,9.49,No,3,Yes
94,7.56,No,2,No
140,7.79,No,2,No
96,6.46,Yes,4,No
116,8.15,No,1,No
121,7.45,Yes,3,No
103,6.54,No,0,No
87,10.42,No,3,No
63,9.06,No,4,No
110,8.54,No,1,No
87,7.96,No,5,No
102,7.22,Yes,3,No
81,5.6,No,1,No
96,6.5,No,3,No
100,8.94,No,0,No
104,7.22,No,2,No
83,9.83,No,3,No
117,5.52,No,2,No
91,7.7,No,2,No
74,7.84,Yes,2,No
98,7.47,No,4,No
100,9.69,Yes,0,No
102,9.67,No,2,No
120,5.67,No,0,No
96,5.3,Yes,3,No
98,5.25,No,5,No
83,8.43,Yes,0,No
112,7.04,Yes,1,No
102,8.28,No,2,No
93,7.45,No,3,No
71,7.87,No,2,No
121,8.47,Yes,2,Yes
81,7.44,No,3,No
91,7.37,Yes,3,No
105,5.03,Yes,4,No
82,7.35,No,4,No
77,7.73,Yes,4,No
68,7.2,Yes,0,No
110,9.95,No,1,No
91,9.4,No,1,No
143,8.78,No,0,Yes
85,6.65,No,4,No
86,8.33,Yes,1,No
91,6.98,No,4,No
103,5.95,No,3,No
92,6.73,No,0,No
109,5.52,No,4,No
85,6.94,No,0,No
79,7.51,No,2,No
73,9.49,No,0,No
66,6.19,No,0,No
92,9.55,No,4,Yes
95,5.84,Yes,0,No
90,5.53,Yes,5,No
118,7.62,Yes,5,No
118,8.19,No,2,Yes
94,5.48,No,3,No
73,5.92,No,5,No
91,7.76,Yes,1,No
91,6.92,Yes,3,No
90,8.12,Yes,0,No
89,7.57,Yes,5,No
90,5.86,Yes,2,No
94,9.67,No,2,Yes
90,6.46,No,3,No
103,8.64,Yes,4,No
105,8.77,Yes,1,No
86,9.59,No,0,No
119,7.94,Yes,0,No
85,7.9,No,3,No
75,6.23,Yes,2,No
105,8.06,No,2,No
87,7.68,No,4,No
104,7.28,No,1,No
63,9.56,No,0,No
120,5.56,Yes,3,No
110,9.73,No,4,Yes
77,9.31,Yes,1,No
77,7.21,No,0,No
125,7.1,Yes,1,No
88,6.88,No,0,No
87,9.84,Yes,5,No
66,5.62,Yes,1,No
94,7.95,No,1,No
96,8.51,No,5,No
110,9.2,Yes,3,No
79,8.43,Yes,4,No
77,8.44,Yes,2,No
106,5.27,Yes,1,No
115,7.02,Yes,3,No
76,5.74,No,5,No
116,9.89,Yes,2,Yes
100,9.09,Yes,4,Yes
116,8.7,No,4,Yes
98,8.38,No,1,No
62,7.16,No,5,No
97,5.64,Yes,5,No
115,6.88,No,0,No
86,5.8,No,4,No
94,8.6,No,3,Yes
97,5.48,No,1,No
56,8.81,Yes,4,Yes
125,8.23,Yes,1,Yes
86,7.62,No,0,No
107,5.79,No,4,No
98,6.44,No,1,No
118,6.14,No,3,No
106,8.23,No,4,Yes
96,5.96,No,0,No
86,9.47,No,2,Yes
111,8.88,Yes,2,Yes
71,5.9,No,1,No
109,8.75,No,4,Yes
83,8.31,Yes,4,No
118,8.88,Yes,0,No
102,5.75,No,2,No
109,6.13,Yes,5,No
101,6.38,No,3,No
73,6.66,Yes,5,No
87,9.3,No,2,No
110,8.68,No,4,Yes
102,9.3,No,3,Yes
117,4.87,No,3,No
106,5.26,No,0,No
85,8.87,No,5,No
88,6.71,No,1,No
101,6.83,No,1,No
65,7.37,No,0,No
125,5.1,No,4,No
106,8.06,Yes,4,No
118,6.98,No,1,No
76,8.62,No,2,No
118,8.91,No,0,No
133,6.12,Yes,2,No
80,9.72,Yes,0,No
111,7.18,Yes,0,No
100,9.65,No,1,No
76,6.35,Yes,1,No
107,7.8,No,5,No
112,7.42,No,2,No
90,8.61,No,4,No
117,7.61,No,3,No
74,7.13,No,5,No
77,9.9,Yes,2,No
102,6.81,Yes,0,No
100,6.4,No,3,No
89,8.07,Yes,3,Yes
112,8.1,Yes,5,Yes
107,7.51,Yes,3,No
112,7.35,No,5,No
98,10.1,No,3,No
109,8.26,Yes,5,No
93,5.69,No,5,No
130,6.26,No,3,Yes
87,10.28,No,2,No
131,8.35,Yes,1,Yes
100,9.68,Yes,1,No
79,6.45,Yes,0,No
120,8.59,No,4,Yes
101,8.18,Yes,2,Yes
112,6.1,Yes,3,No
118,8.09,Yes,1,No
105,8.39,No,0,No
91,7.29,No,3,No
114,9.47,No,0,No
100,8.74,No,3,No
110,9.37,No,5,No
67,9.39,Yes,3,Yes
106,7.78,No,1,No
90,6.78,No,1,No
124,9.41,Yes,3,Yes
109,7.38,No,1,No
103,6.57,Yes,2,No
107,7.57,No,3,No
85,5.97,Yes,1,No
124,8.04,No,0,No
129,6.77,Yes,0,No
105,6.35,Yes,0,No
123,9.89,No,4,Yes
91,9.08,No,0,No
88,9.36,No,5,No
100,8.41,No,0,No
106,8.92,No,2,No
94,9.13,No,2,No
108,7.61,Yes,4,No
104,9.93,Yes,2,No
85,6.34,Yes,1,No
107,9.32,No,0,No
112,7.36,No,1,No
102,7.94,Yes,4,No
117,5.61,No,1,No
81,7.51,Yes,5,No
107,7.97,No,1,No
82,10.46,No,1,No
83,9.58,No,5,No
90,9.91,Yes,2,No
85,6.32,Yes,0,No
91,9.68,No,5,Yes
96,7.54,No,1,No
112,9.06,No,3,Yes
95,6.57,No,0,No
76,7.53,Yes,0,No
117,9.85,No,3,Yes
87,9.28,No,4,No
99,8.88,No,4,No
106,8.66,No,0,No
102,5.92,No,2,No
116,8.51,No,5,Yes
107,8.01,Yes,4,No
87,5.6,Yes,4,No
132,5.73,Yes,1,No
102,5.19,No,1,No
97,8.62,No,4,No
114,6,No,2,No
103,7.28,Yes,1,No
105,6.45,Yes,5,No
137,7.56,Yes,2,No
95,8.24,No,5,No
95,8.05,No,5,No
101,7.46,No,0,No
116,7.36,No,5,Yes
77,6.56,Yes,5,No
70,9.41,Yes,2,No
91,7.14,No,1,No
75,6.76,No,5,No
93,9.05,Yes,3,No
107,6.57,No,2,No
86,8.75,No,4,No
78,6.97,No,5,No
101,8.07,No,5,Yes
112,4.94,Yes,2,No
74,6.97,Yes,2,No
112,6.4,No,2,No
112,9.41,Yes,4,Yes
114,10.12,Yes,5,Yes
118,7.56,No,2,Yes
133,9.44,No,3,Yes
94,8.22,No,4,Yes
101,10.07,No,3,Yes
93,8.92,Yes,3,No
100,5.56,No,3,No
122,8.19,No,4,Yes
79,7.89,No,1,No
87,5.55,Yes,4,No
120,5.8,No,2,Yes
115,9.2,No,5,Yes
94,9.25,No,3,Yes
112,8.92,No,2,Yes
105,9.7,No,3,No
122,9.34,Yes,3,Yes
101,5.02,Yes,5,No
115,6.42,Yes,2,Yes
139,5.37,No,0,No
108,5.33,No,3,No
100,5.94,No,5,No
110,7.78,No,0,No
94,9.52,No,4,Yes
135,8.82,No,3,Yes
102,7.72,No,3,No
95,9.35,No,5,No
87,7.35,No,4,No
116,9.24,Yes,2,Yes
113,7.44,Yes,2,Yes
92,6.72,No,0,No
108,9.27,No,4,No
77,7,Yes,3,No
102,7.39,Yes,0,No
106,6.65,No,2,No
125,8.43,No,3,Yes
88,10.37,No,5,No
80,4.82,No,2,No
86,9.09,Yes,0,No
79,5.15,No,2,No
120,6.71,No,5,No
123,5.5,No,2,Yes
104,8.41,Yes,4,No
118,5.31,No,5,No
102,7.57,No,0,No
98,6.97,Yes,3,No
95,5.58,No,2,No
95,8.57,Yes,2,Yes
76,6.22,Yes,1,No
103,5.86,No,0,No
99,6.37,Yes,0,No
111,7.91,Yes,3,No
101,8.25,No,4,No
97,5.39,No,3,No
86,5.93,No,5,No
101,7.55,Yes,0,No
111,6.95,Yes,2,No
82,9.25,No,4,No
101,8.62,No,4,No
103,7.91,No,0,No
89,6.52,No,0,No
91,8.56,No,3,No
103,8.77,No,1,No
82,8.38,Yes,0,No
105,8.52,Yes,0,No
86,8.53,No,3,No
115,7.47,No,0,No
135,6.32,Yes,5,No
87,9.07,No,3,Yes
108,6.15,Yes,5,No
89,8.63,No,0,No
115,9.39,Yes,2,Yes
81,9.41,No,0,No
107,7.61,Yes,1,No
86,6.31,No,4,No
96,5.62,Yes,3,No
84,8.72,No,1,No
112,9.3,No,5,Yes
87,7.97,Yes,3,No
108,5.78,Yes,1,No
94,10.06,No,3,No
98,10.04,Yes,5,No
102,7.59,No,3,No
88,7.83,Yes,5,No
103,9.09,Yes,4,No
122,8.83,Yes,0,No
88,10.01,Yes,3,No
117,5.72,No,3,No
122,7.62,No,5,No
87,8.1,No,4,Yes
78,9.93,No,5,No
104,8.92,Yes,5,Yes
91,9.86,No,3,Yes
128,7.49,Yes,3,No
100,9.01,Yes,2,No
87,7.42,Yes,2,No
82,7.36,No,5,No
116,6.68,No,2,No
91,8.99,No,4,No
100,9.99,No,5,No
114,6.67,No,3,No
92,5.77,No,4,No
99,9.55,Yes,5,No
99,8.32,Yes,4,Yes
110,9.44,No,1,No
108,5.78,No,0,No
96,5.69,Yes,1,No
100,7.8,Yes,5,No
94,5.68,Yes,5,No
77,6.09,No,5,No
103,5.77,No,0,No
128,5.94,No,1,No
86,5.48,No,3,No
88,9.65,Yes,4,No
86,6.8,No,1,No
110,6.95,No,1,No
106,9.57,Yes,3,No
97,8.25,No,4,No
86,8.25,No,0,No
101,8.59,No,1,No
76,9.56,No,0,No
102,8.99,Yes,2,Yes
113,7.93,No,5,No
81,9.72,Yes,1,No
77,7.55,Yes,4,No
123,6.06,No,2,Yes
90,9.4,Yes,2,No
117,7.86,Yes,1,No
97,9.07,No,1,No
97,4.99,No,5,No
106,7.3,Yes,2,No
86,9.76,Yes,1,No
101,5.79,No,5,No
94,9.49,No,4,No
80,9.91,Yes,4,Yes
105,9.11,Yes,2,No
96,8.15,Yes,1,No
97,8.41,Yes,5,Yes
81,9.32,Yes,5,Yes
123,9.3,No,2,Yes
113,8.04,No,4,Yes
114,9.65,No,1,No
95,8.59,Yes,5,No
74,9.95,Yes,4,No
129,5.13,Yes,5,No
99,5.53,Yes,1,No
88,7.16,No,3,No
106,6.71,No,4,No
117,9.12,No,0,No
99,5.95,Yes,5,No
119,9.82,No,5,Yes
116,6.48,No,1,No
83,7.01,No,3,No
89,6.15,No,3,No
114,7.49,Yes,3,Yes
59,5.06,Yes,4,No
97,5.57,No,5,No
78,8.78,No,0,No
92,6.2,No,3,No
95,6.08,No,5,No
94,9.4,No,2,No
91,5.8,Yes,1,No
83,7.67,Yes,1,No
134,5.5,Yes,5,No
128,6.85,Yes,0,No
82,8.59,Yes,5,Yes
123,5.08,Yes,0,No
94,9.66,Yes,4,No
101,9.65,Yes,2,Yes
99,5.53,Yes,1,No
90,10.14,No,3,No
114,6.43,No,3,Yes
101,5.44,No,1,No
92,4.93,No,2,No
80,7.26,No,2,No
86,8.53,No,5,No
75,7,No,3,No
100,9.47,No,1,No
82,8.09,No,3,No
96,7.16,No,4,No
120,8.44,Yes,1,No
117,10.09,No,2,Yes
99,5.17,No,3,No
98,6.47,No,0,No
128,7.57,No,0,No
107,7.63,No,4,No
95,7.63,No,0,No
78,6.68,No,4,No
105,8.39,No,4,No
112,8.01,No,2,Yes
90,8.04,Yes,2,No
104,5.27,Yes,1,No
94,7.57,No,3,No
97,6.28,No,5,No
62,7.51,Yes,0,No
96,9.51,Yes,3,Yes
114,7.2,No,3,Yes
90,5.09,No,4,No
100,7.34,Yes,0,No
88,9.57,Yes,2,Yes
105,9.23,No,3,No
96,7.79,No,4,No
85,6.23,No,2,No
119,7.22,Yes,4,No
113,7.35,No,3,No
90,9.86,No,5,No
107,8.57,No,3,No
108,8.35,No,3,No
109,7.42,Yes,0,No
74,6.54,Yes,0,No
115,8.83,No,5,Yes
91,7.03,Yes,3,No
94,10.08,No,0,No
139,7.24,No,4,No
104,5.45,Yes,4,No
94,8.46,Yes,5,No
66,5.53,Yes,5,No
120,6.5,No,1,No
79,7.04,Yes,2,No
84,8.7,No,4,No
95,7.32,Yes,2,No
121,5.57,No,1,No
111,7.63,No,1,No
97,6.71,No,5,No
104,9.53,No,2,Yes
90,7.61,Yes,3,No
102,8.05,Yes,2,No
101,6.31,Yes,4,No
114,8.86,No,2,Yes
114,8.58,Yes,4,Yes
107,9.44,No,4,No
94,5.19,No,4,No
111,6.9,No,3,No
98,8.01,No,3,No
83,5.27,Yes,1,No
93,7.26,Yes,0,No
101,9.8,No,3,No
113,7.16,No,3,No
97,10,No,1,No
81,5.34,Yes,1,No
100,8.4,No,1,No
101,7.51,No,2,No
102,7.9,No,4,No
113,9.95,Yes,3,Yes
115,5.85,Yes,5,Yes
91,9.44,Yes,4,Yes
90,8.72,No,0,No
84,6.37,Yes,1,No
110,9.06,No,0,No
121,7.54,Yes,5,No
95,8.88,No,5,No
96,6.58,No,5,No
122,8.84,Yes,1,No
107,8.4,No,1,No
106,5.91,No,0,No
82,8.45,Yes,4,No
110,6.38,No,5,No
86,6.91,No,0,No
82,5.91,No,2,No
94,5.23,No,3,No
91,6.54,No,3,No
96,7.49,No,4,No
78,7.87,No,4,No
114,7.16,Yes,4,No
116,6.5,Yes,0,No
70,8.56,No,0,No
114,8.84,No,5,Yes
87,6.32,No,0,No
112,8.99,No,1,No
98,7.79,Yes,0,No
100,8.66,No,3,No
97,6.49,Yes,3,No
118,5.41,No,1,No
81,9.3,No,0,No
109,8.68,No,0,No
116,5.33,No,2,No
110,6.38,No,2,No
134,8.59,No,3,Yes
92,8.58,No,4,No
114,9.8,No,5,Yes
98,5.61,No,3,No
118,6.67,No,5,Yes
99,5.22,Yes,1,No
94,7.04,No,0,No
119,5.54,Yes,2,No
92,9.09,Yes,5,Yes
78,7.26,No,3,No
92,9.45,Yes,5,No
109,5.47,No,1,No
120,5.89,No,4,No
101,6.61,Yes,3,No
119,6.56,No,0,No
79,9.44,No,0,No
93,6.63,No,2,No
95,5.6,Yes,1,No
98,5.16,No,4,No
101,5.09,Yes,4,No
110,8.83,No,1,No
93,7.41,No,2,No
102,8.62,No,0,No
99,8.57,No,4,No
86,5.54,No,1,No
98,5.24,No,2,No
97,9.25,No,0,No
97,8.93,No,1,No
100,6.46,Yes,2,No
101,5.34,Yes,3,No
93,5.2,Yes,1,No
119,6.13,Yes,4,No
82,5.13,No,1,No
89,6.18,Yes,0,No
141,6.81,No,1,No
84,5.25,No,5,No
79,5.78,No,0,No
111,9.3,No,2,Yes
68,7.67,No,3,No
96,9.91,No,0,No
132,6.97,Yes,2,No
76,8.17,Yes,2,No
70,6.39,No,3,No
77,8.28,No,4,Yes
113,5.5,Yes,4,No
116,4.94,No,1,No
92,9.89,No,4,Yes
110,7.48,No,1,No
120,9.6,No,0,No
126,6.82,No,5,No
96,6.68,No,5,No
65,7.11,No,5,No
87,8.58,No,5,No
93,7.53,No,0,No
96,9.54,No,1,No
97,5.16,Yes,3,No
116,8.82,No,3,Yes
119,6.8,No,4,No
97,5.83,No,0,No
116,8.02,Yes,0,No
105,7.14,No,5,No
100,5.4,Yes,3,No
113,5.85,No,2,No
101,6.77,No,3,No
130,7.17,No,3,No
78,6.13,No,2,No
92,5.42,No,4,No
98,4.81,Yes,1,No
106,10.03,No,4,Yes
119,10.1,No,5,Yes
99,7.72,Yes,2,No
78,9.66,Yes,2,No
112,8.44,No,4,Yes
111,4.87,No,5,No
70,5.4,No,5,No
99,9.89,No,1,No
76,8.11,No,4,No
90,8.87,No,0,No
86,9.43,No,0,No
